19,68,44,127
19,69,44,129
19,70,44,131
19,71,44,131
19,72,44,132
19,73,44,133
19,74,44,133
19,75,44,134
19,76,44,134
19,77,44,135
19,78,44,137
19,79,44,138
19,80,44,139
19,81,44,141
19,82,44,142
19,83,44,143
19,84,44,143
19,85,44,144
19,86,44,146
19,87,44,147
19,88,44,147
19,89,44,149
19,90,44,153
19,91,44,154
19,92,44,155
19,93,44,155
19,94,44,156
19,95,44,157
19,96,44,158
19,97,44,158
19,98,44,158
19,99,44,159
19,100,44,160
19,101,44,160
19,102,44,160
19,103,44,162
19,104,44,162
19,105,44,163
19,106,44,163
19,107,44,164
19,108,44,165
19,109,44,166
19,110,44,166
19,111,44,167
19,112,44,167
19,113,44,167
19,114,44,168
19,115,44,168
19,116,44,169
19,117,44,169
19,118,44,170
19,119,44,171
19,120,44,175
19,121,44,175
19,122,44,176
19,123,44,176
19,124,44,176
19,125,44,176
19,126,44,176
19,127,44,177
19,128,44,177
19,129,44,177
19,130,44,177
19,131,44,177
19,132,44,178
19,133,44,178
19,134,44,179
19,135,44,179
19,136,44,180
19,137,44,181
19,138,44,181
19,139,44,181
19,140,44,182
19,141,44,182
19,142,44,182
19,143,44,182
19,144,44,183
19,145,44,183
19,146,44,184
19,147,44,184
19,148,44,184
19,149,44,185
19,150,44,185
20,1,44,186
20,2,44,187
20,3,44,187
20,4,44,188
20,5,44,188
20,6,44,188
20,7,44,188
20,8,44,188
20,9,44,189
20,10,44,190
20,11,44,190
20,12,44,190
20,13,44,190
20,14,44,190
20,15,44,190
20,16,44,190
20,17,44,190
20,18,44,190
20,19,44,190
20,20,44,190
20,21,44,190
20,22,44,190
20,23,44,190
20,24,44,190
20,25,44,190
20,26,44,190
20,27,44,190
20,28,44,190
20,29,44,190
20,30,44,190
20,31,44,190
21,1,44,192
21,2,44,193
21,3,44,193
21,4,44,193
21,5,44,193
21,6,44,193
21,7,44,193
21,8,44,194
21,9,44,194
21,10,44,194
21,11,44,194
21,12,44,194
22,1,44,196
22,2,44,199
22,3,44,199
22,4,44,200
22,5,44,200
22,6,44,201
22,7,44,202
22,8,44,202
23,1,44,214
23,2,44,215
23,3,44,215
23,4,44,215
23,5,44,215
23,6,44,216
23,7,44,217
23,8,44,218
23,9,44,219
23,10,44,219
23,11,44,220
23,12,44,220
23,13,44,220
23,14,44,221
23,15,44,222
23,16,44,222
23,17,44,222
23,18,44,222
23,19,44,223
23,20,44,223
23,21,44,223
23,22,44,223
23,23,44,224
23,24,44,224
23,25,44,225
23,26,44,225
23,27,44,226
23,28,44,226
23,29,44,227
23,30,44,227
23,31,44,228
23,32,44,228
23,33,44,228
23,34,44,228
23,35,44,229
23,36,44,229
23,37,44,229
23,38,44,229
23,39,44,229
23,40,44,229
23,41,44,230
23,42,44,231
23,43,44,231
23,44,44,231
23,45,44,232
23,46,44,232
23,47,44,232
23,48,44,232
23,49,44,232
23,50,44,233
23,51,44,235
23,52,44,235
23,53,44,236
23,54,44,236
23,55,44,237
23,56,44,237
23,57,44,237
23,58,44,237
23,59,44,237
23,60,44,238
23,61,44,238
23,62,44,238
23,63,44,238
23,64,44,239
23,65,44,239
23,66,44,240
24,1,44,246
24,2,44,247
24,3,44,247
24,4,44,248
24,5,44,248
24,6,44,248
24,7,44,248
24,8,44,248
24,9,44,248
24,10,44,248
24,11,44,249
24,12,44,250
24,13,44,250
24,14,44,251
24,15,44,251
24,16,44,253
24,17,44,253
24,18,44,254
24,19,44,254
24,20,44,255
24,21,44,255
24,22,44,255
24,23,44,255
24,24,44,256
24,25,44,256
24,26,44,258
24,27,44,258
24,28,44,258
24,29,44,260
24,30,44,260
24,31,44,261
24,32,44,262
24,33,44,262
24,34,44,263
24,35,44,263
24,36,44,263
24,37,44,264
24,38,44,264
24,39,44,264
24,40,44,265
24,41,44,265
24,42,44,265
24,43,44,265
24,44,44,265
24,45,44,265
24,46,44,265
24,47,44,266
24,48,44,266
24,49,44,266
24,50,44,266
24,51,44,267
24,52,44,267
25,1,44,269
25,2,44,270
25,3,44,270
25,4,44,274
25,5,44,275
26,1,44,277
26,2,44,279
26,3,44,280
26,4,44,281
26,5,44,282
26,6,44,283
26,7,44,283
26,8,44,284
26,9,44,284
26,10,44,284
26,11,44,285
26,12,44,285
26,13,44,286
26,14,44,286
26,15,44,286
26,16,44,286
26,17,44,287
26,18,44,288
26,19,44,288
26,20,44,288
26,21,44,291
26,22,44,292
26,23,44,292
26,24,44,292
26,25,44,293
26,26,44,293
26,27,44,293
26,28,44,294
26,29,44,296
26,30,44,296
26,31,44,298
26,32,44,298
26,33,44,299
26,34,44,300
26,35,44,300
26,36,44,301
26,37,44,302
26,38,44,302
26,39,44,305
26,40,44,305
26,41,44,305
26,42,44,305
26,43,44,305
26,44,44,306
26,45,44,306
26,46,44,307
26,47,44,308
26,48,44,308
27,1,44,311
27,2,44,312
27,3,44,315
27,4,44,317
27,5,44,320
27,6,44,321
27,7,44,323
27,8,44,330
27,9,44,335
27,10,44,340
27,11,44,340
27,12,44,342
28,1,44,351
28,2,44,353
28,3,44,355
28,4,44,356
28,5,44,356
28,6,44,356
28,7,44,357
28,8,44,357
28,9,44,358
28,10,44,358
28,11,44,358
28,12,44,358
28,13,44,359
28,14,44,360
29,1,44,362
29,2,44,363
29,3,44,368
30,1,44,371
30,2,44,372
30,3,44,372
30,4,44,373
30,5,44,373
30,6,44,374
30,7,44,374
30,8,44,375
30,9,44,375
31,1,44,377
32,1,44,379
32,2,44,382
32,3,44,383
32,4,44,384
33,1,44,388
33,2,44,389
33,3,44,390
33,4,44,390
33,5,44,391
33,6,44,393
33,7,44,394
34,1,44,396
34,2,44,397
34,3,44,398
35,1,44,399
35,2,44,400
35,3,44,401
36,1,44,405
36,2,44,406
36,3,44,407
37,1,44,411
37,2,44,412
38,1,44,416
38,2,44,418
38,3,44,419
38,4,44,421
38,5,44,423
38,6,44,423
38,7,44,425
38,8,44,425
38,9,44,426
38,10,44,427
38,11,44,427
38,12,44,428
38,13,44,429
38,14,44,430
39,1,44,433
39,2,44,434
39,3,44,434
39,4,44,435
40,1,45,18
40,2,45,20
40,3,45,23
40,4,45,32
40,5,45,39
40,6,45,46
40,7,45,46
40,8,45,47
40,9,45,51
40,10,45,53
40,11,45,57
40,12,45,63
40,13,45,67
40,14,45,79
40,15,45,82
40,16,45,86
40,17,45,96
40,18,45,104
40,19,45,107
40,20,45,110
40,21,45,112
40,22,45,115
40,23,45,118
40,24,45,120
40,25,45,129
40,26,45,134
40,27,45,142
40,28,45,148
41,1,45,151
41,2,45,155
41,3,45,157
41,4,45,158
41,5,45,161
41,6,45,162
41,7,45,164
41,8,45,165
41,9,45,169
41,10,45,176
41,11,45,182
41,12,45,183
41,13,45,184
41,14,45,186
41,15,45,192
41,16,45,195
42,1,45,198
42,2,45,208
42,3,45,217
42,4,45,223
42,5,45,227
42,6,45,231
42,7,45,237
42,8,45,241
42,9,45,245
42,10,45,250
42,11,45,255
42,12,45,257
42,13,45,262
42,14,45,264
42,15,45,266
42,16,45,269
42,17,45,271
42,18,45,273
42,19,45,275
42,20,45,278
42,21,45,278
42,22,45,280
42,23,45,284
42,24,45,288
43,1,45,294
43,2,45,304
43,3,45,306
43,4,45,312
43,5,45,320
43,6,45,325
43,7,45,330
43,8,45,334
43,9,45,337
43,10,45,340
43,11,45,344
43,12,45,350
43,13,45,356
43,14,45,364
43,15,45,373
43,16,45,381
43,17,45,387
43,18,45,397
43,19,45,399
43,20,45,405
43,21,45,409
44,1,46,1
44,2,46,4
44,3,46,7
44,4,46,9
44,5,46,10
44,6,46,13
44,7,46,14
44,8,46,20
44,9,46,24
44,10,46,29
44,11,46,29
44,12,46,30
44,13,46,31
44,14,46,37
44,15,46,38
44,16,46,42
44,17,46,45
44,18,46,46
44,19,46,48
44,20,46,52
44,21,46,58
44,22,46,60
44,23,46,67
44,24,46,68
44,25,46,68
44,26,46,70
44,27,46,74
44,28,46,74
45,1,46,84
45,2,46,93
45,3,46,94
45,4,46,98
45,5,46,101
45,6,46,107
45,7,46,113
45,8,46,121
45,9,46,137
45,10,46,140
45,11,46,144
45,12,46,147
45,13,46,148
45,14,46,149
45,15,46,150
45,16,46,152
46,1,46,156
46,2,46,158
46,3,46,160
46,4,46,161
46,5,46,163
46,6,46,165
46,7,46,166
46,8,46,169
46,9,46,171
46,10,46,172
46,11,46,174
46,12,46,181
46,13,46,188
46,14,46,190
46,15,46,194
46,16,46,207
47,1,46,213
47,2,46,218
47,3,46,219
47,4,46,223
47,5,46,227
47,6,46,238
47,7,46,241
47,8,46,244
47,9,46,245
47,10,46,246
47,11,46,247
47,12,46,248
47,13,46,253
48,1,46,257
48,2,46,259
48,3,46,265
48,4,46,270
48,5,46,274
48,6,46,278
49,1,46,284
49,2,46,297
49,3,46,304
49,4,46,310
49,5,46,324
49,6,46,333
50,1,46,345
50,2,46,353
50,3,46,360
50,4,46,371
51,1,47,3
51,2,47,18
51,3,47,27
51,4,47,38
52,1,47,45
52,2,47,53
52,3,47,59
52,4,47,64
52,5,47,69
53,1,47,85
53,2,47,87
53,3,47,97
54,1,47,100
54,2,47,106
54,3,47,109
54,4,47,113
54,5,47,116
54,6,47,117
55,1,47,122
55,2,47,136
55,3,47,143
55,4,47,150
56,1,47,157
56,1,47,162
56,1,47,164
57,1,47,169
58,1,47,180
58,2,47,186
58,3,47,193
58,4,47,198
58,5,47,203
58,6,47,205
58,7,47,210
58,8,47,213
58,9,47,215
58,10,47,228
58,11,47,241
58,12,47,253
58,13,47,259
59,1,47,266
59,2,47,269
59,3,47,272
59,4,47,272
59,5,47,273
60,1,47,279
60,2,47,285
60,3,47,291
60,4,47,294
60,5,47,302
61,1,47,305
61,2,47,311
61,3,47,314
62,1,47,318
62,2,47,323
62,3,47,336
62,4,47,340
62,5,47,350
63,1,47,357
64,1,47,359
65,1,47,361
66,1,47,370
66,2,47,378
66,3,47,383
66,4,47,389
66,5,47,392
66,6,47,393
66,7,47,395
66,8,47,397
66,9,47,398
66,10,47,399
66,11,47,401
66,12,47,402
66,13,47,404
66,14,47,407
66,15,47,409
66,16,47,412
66,17,47,412
66,18,47,414
66,19,47,414
66,20,47,417
66,21,47,420
66,22,47,423
